Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Var Valve Lift?,Fuel Metering Sys Desc,Stop/Start System (Engine Management System)  Description,Air Aspiration Method Desc,Label Recalc?
6.0,12,15.0373,7,10.0,2,1,N,Multipoint/sequential fuel injection,No,Turbocharged,N
3.0,6,25.3661,9,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.0,6,25.4318,9,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
5.5,8,19.7604,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
5.5,8,19.7604,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
5.5,8,19.5774,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
5.5,8,19.1822,7,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.0,8,17.7814,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
4.0,8,14.2363,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.5,6,25.263,7,85.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.5,6,25.263,7,10.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.0,6,26.1019,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.0,6,24.0954,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.7,8,20.48,9,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
5.6,8,19.6171,7,10.0,2,2,Y,Spark Ignition Direct Injection,No,Naturally Aspirated,N
3.6,6,26.712,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.6,6,24.1148,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
3.6,6,25.3562,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Naturally Aspirated,N
3.6,6,25.4694,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.8,8,21.3254,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.8,8,21.3254,8,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
4.0,6,23.8678,5,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
4.0,6,23.8678,5,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.5,6,29.2313,8,15.0,2,2,N,Spark Ignition direct & ported injection,Yes,Naturally Aspirated,N
3.5,6,29.0284,8,15.0,2,2,N,Spark Ignition direct & ported injection,No,Naturally Aspirated,N
3.5,6,29.9025,8,15.0,2,2,N,Spark Ignition direct & ported injection,Yes,Naturally Aspirated,N
3.5,6,39.7272,6,15.0,2,2,N,Spark Ignition direct & ported injection,Yes,Naturally Aspirated,N
3.5,6,40.3421,6,15.0,2,2,N,Spark Ignition direct & ported injection,Yes,Naturally Aspirated,N
5.7,8,19.0648,8,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,18.3369,6,15.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
5.7,8,18.622,6,85.0,2,2,N,Multipoint/sequential fuel injection,No,Naturally Aspirated,N
3.6,6,24.9612,8,15.0,2,2,N,Spark Ignition Direct Injection,No,Naturally Aspirated,N
2.0,4,31.7073,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,29.7405,8,10.0,2,2,N,Spark Ignition Direct Injection,Yes,Turbocharged+Supercharged,N
3.5,6,21.4554,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
3.5,6,20.4407,6,15.0,2,2,N,Spark Ignition Direct Injection,No,Turbocharged,N
2.0,4,33.3477,7,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.0,4,31.8129,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.5,4,31.5404,7,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
2.5,4,28.9412,6,10.0,2,2,Y,Spark Ignition Direct Injection,Yes,Turbocharged,N
